id,materia,tipo,dificuldade,ano,origem_titulo,origem_numero,gabarito,qtd_alternativas,topicos,tags
474662,Geografia,dissertativa,Fácil,2025,"Apostila Regular (Mensal, EM, 2º EM, V.4, Caderno 1)",Q10,None,0,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês
474661,Geografia,dissertativa,Fácil,2025,"Apostila Regular (Mensal, EM, 2º EM, V.4, Caderno 1)",Q9,None,0,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês
474660,Geografia,dissertativa,Fácil,2025,"Apostila Regular (Mensal, EM, 2º EM, V.4, Caderno 1)",Q8,None,0,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês
474659,Geografia,dissertativa,Fácil,2025,"Apostila Regular (Mensal, EM, 2º EM, V.4, Caderno 1)",Q7,None,0,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês
474658,Geografia,dissertativa,Fácil,2025,"Apostila Regular (Mensal, EM, 2º EM, V.4, Caderno 1)",Q6,None,0,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Inglês
474643,Geografia,multipla escolha,Médio,2025,"Apostila Regular (Mensal, EM, 1º EM, V.4, Caderno 2)",Q85,A,5,Geografia Econômica Geral | Geografia Regional do Mundo | Fontes de energia | América | Combustíveis fósseis: Petróleo - Mundo | Combustíveis fósseis: Gás natural e de Xisto-Mundo | América: Quadro econômico | América Anglo-Saxônica: EUA,Médio | Geografia | Geografia Econômica Geral | Geografia Regional do Mundo | Fontes de energia | América | Combustíveis fósseis: Petróleo - Mundo | Combustíveis fósseis: Gás natural e de Xisto-Mundo | América: Quadro econômico | América Anglo-Saxônica: EUA
474640,Geografia,multipla escolha,Médio,2025,"Apostila Regular (Mensal, EM, 1º EM, V.4, Caderno 2)",Q85,E,5,Geografia Econômica Geral | Fontes de energia | Combustíveis fósseis: Carvão mineral - Mundo,Médio | Geografia | Geografia Econômica Geral | Fontes de energia | Combustíveis fósseis: Carvão mineral - Mundo
474577,Geografia,multipla escolha,Fácil,2026,FPS Medicina,Q51,B,5,"Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos","Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos"
474572,Geografia,multipla escolha,Médio,2026,FPS Medicina,Q46,C,5,Geografia Humana do Brasil | Geografia Urbana | Hierarquia urbana brasileira,Médio | Geografia | Geografia Humana do Brasil | Geografia Urbana | Hierarquia urbana brasileira
474571,Geografia,multipla escolha,Médio,2026,FPS Medicina,Q45,A,5,"Geografia Humana Geral | Geografia Regional do Mundo | Demografia | América | Conceitos de população e fases da evolução demográfica | Pirâmide etária (países desenvolvidos, emergentes e subdesenvolvidos) | América: Quadro humano","Médio | Geografia | Geografia Humana Geral | Geografia Regional do Mundo | Demografia | América | Conceitos de população e fases da evolução demográfica | Pirâmide etária (países desenvolvidos, emergentes e subdesenvolvidos) | América: Quadro humano"
474570,Geografia,multipla escolha,Médio,2026,FPS Medicina,Q44,E,5,Geografia Regional do Brasil | Geografia do Brasil | Região Sul | Questão Ambiental Brasileira | Região Sul: quadro natural | Meio Ambiente Brasileiro: Recursos e Política Hídrica,Médio | Geografia | Geografia Regional do Brasil | Geografia do Brasil | Região Sul | Questão Ambiental Brasileira | Região Sul: quadro natural | Meio Ambiente Brasileiro: Recursos e Política Hídrica
474568,Geografia,multipla escolha,Fácil,2026,FPS Medicina,Q42,C,5,Geografia Econômica Geral | Fontes de energia | Fontes de energia renováveis: Maremotriz e geotérmica - Mundo,Fácil | Geografia | Geografia Econômica Geral | Fontes de energia | Fontes de energia renováveis: Maremotriz e geotérmica - Mundo
474567,Geografia,multipla escolha,Fácil,2026,FPS Medicina,Q41,E,5,Cartografia | Ciência Cartográfica | Características e Funcionalidades,Fácil | Geografia | Cartografia | Ciência Cartográfica | Características e Funcionalidades
474566,Geografia,multipla escolha,Fácil,2026,FPS Medicina,Q40,D,5,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão do Lixo,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão do Lixo
474520,Geografia,multipla escolha,Médio,2026,FMPFASE Medicina,Q55,A,4,"Geografia Econômica do Brasil | Geografia Geral | Transportes do Brasil | Mundo Contemporâneo | Outras modalidades de transporte no Brasil (dutoviário, pedestre e cicloviário) | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios.","Médio | Geografia | Geografia Econômica do Brasil | Geografia Geral | Transportes do Brasil | Mundo Contemporâneo | Outras modalidades de transporte no Brasil (dutoviário, pedestre e cicloviário) | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios."
474519,Geografia,multipla escolha,Médio,2026,FMPFASE Medicina,Q54,B,4,"Geografia Regional do Mundo | Geografia Geral | Ásia | Mundo Contemporâneo | Ásia: Geopolítica | Ásia: Subcontinente Indiano | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas","Médio | Geografia | Geografia Regional do Mundo | Geografia Geral | Ásia | Mundo Contemporâneo | Ásia: Geopolítica | Ásia: Subcontinente Indiano | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas"
474518,Geografia,multipla escolha,Médio,2026,FMPFASE Medicina,Q53,C,4,Geografia Geral | Geografia do Brasil | Questão Ambiental Mundial | Questão Ambiental Brasileira | Meio Ambiente: Aquecimento Global | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos,Médio | Geografia | Geografia Geral | Geografia do Brasil | Questão Ambiental Mundial | Questão Ambiental Brasileira | Meio Ambiente: Aquecimento Global | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos
474517,Geografia,multipla escolha,Fácil,2026,FMPFASE Medicina,Q52,A,4,"Geografia Física Geral | Geografia Física do Brasil | Climatologia | Climatologia do Brasil | Fatores do clima (latitude, altitude, relevo, continentalidade e maritimidade, correntes marítimas e massas de ar) | Climas do Brasil: Fatores, características e climogramas","Fácil | Geografia | Geografia Física Geral | Geografia Física do Brasil | Climatologia | Climatologia do Brasil | Fatores do clima (latitude, altitude, relevo, continentalidade e maritimidade, correntes marítimas e massas de ar) | Climas do Brasil: Fatores, características e climogramas"
474516,Geografia,multipla escolha,Difícil,2026,FMPFASE Medicina,Q51,D,4,Cartografia | Projeções | Mapas temáticos e demais representações cartográficas,Difícil | Geografia | Cartografia | Projeções | Mapas temáticos e demais representações cartográficas
474322,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q32,D,5,Cartografia | Escalas | Escala numérica,Médio | Geografia | Cartografia | Escalas | Escala numérica
474321,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q31,C,5,"Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos","Médio | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos"
474320,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q30,E,5,"Geografia Física do Brasil | Climatologia do Brasil | Massas de ar do Brasil, ZACS, ZCIT e Ciclones Extra Tropicais","Médio | Geografia | Geografia Física do Brasil | Climatologia do Brasil | Massas de ar do Brasil, ZACS, ZCIT e Ciclones Extra Tropicais"
474319,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q29,B,5,Geografia Econômica do Brasil | Agropecuária brasileira | Conflitos fundiários e movimentos sociais no campo,Médio | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Conflitos fundiários e movimentos sociais no campo
474318,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q28,A,5,Geografia Regional do Brasil | Geografia Humana do Brasil | Região Centro-Oeste | Demografia do Brasil | Região Centro-Oeste: quadro humano | Região Centro-Oeste: quadro econômico | Migrações internas no Brasil,Médio | Geografia | Geografia Regional do Brasil | Geografia Humana do Brasil | Região Centro-Oeste | Demografia do Brasil | Região Centro-Oeste: quadro humano | Região Centro-Oeste: quadro econômico | Migrações internas no Brasil
474317,Geografia,multipla escolha,Médio,2026,FACISB Medicina,Q27,E,5,"Geografia Geral | Mundo Contemporâneo | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas","Médio | Geografia | Geografia Geral | Mundo Contemporâneo | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas"
474316,Geografia,multipla escolha,Fácil,2026,FACISB Medicina,Q26,D,5,Geografia Econômica Geral | Comércio | Fontes de energia | Principais fluxos de comércio mundial | Combustíveis fósseis: Petróleo - Mundo,Fácil | Geografia | Geografia Econômica Geral | Comércio | Fontes de energia | Principais fluxos de comércio mundial | Combustíveis fósseis: Petróleo - Mundo
474284,Geografia,multipla escolha,Fácil,2026,ETEC,Q44,C,5,Geografia Econômica do Brasil | Geografia Geral | Geografia do Brasil | Agropecuária brasileira | Questão Ambiental Mundial | Questão Ambiental Brasileira | Principais cultivos e agronegócio brasileiro | Meio Ambiente: Aquecimento Global | Meio Ambiente: Desmatamento | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos,Fácil | Geografia | Geografia Econômica do Brasil | Geografia Geral | Geografia do Brasil | Agropecuária brasileira | Questão Ambiental Mundial | Questão Ambiental Brasileira | Principais cultivos e agronegócio brasileiro | Meio Ambiente: Aquecimento Global | Meio Ambiente: Desmatamento | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos
474282,Geografia,multipla escolha,Médio,2026,ETEC,Q42,C,5,"Cartografia | Movimentos Terrestres | Translação da Terra, Solstício e Equinócio","Médio | Geografia | Cartografia | Movimentos Terrestres | Translação da Terra, Solstício e Equinócio"
474266,Geografia,multipla escolha,Médio,2026,ETEC,Q26,E,5,"Geografia Física Geral | Hidrografia | Climatologia | Mares e oceanos | Fatores do clima (latitude, altitude, relevo, continentalidade e maritimidade, correntes marítimas e massas de ar)","Médio | Geografia | Geografia Física Geral | Hidrografia | Climatologia | Mares e oceanos | Fatores do clima (latitude, altitude, relevo, continentalidade e maritimidade, correntes marítimas e massas de ar)"
474243,Geografia,multipla escolha,Médio,2026,ETEC,Q20,C,5,Cartografia | Geografia Física do Brasil | Localização e Orientação | Espaço geográfico brasileiro | Rosa dos ventos | Posição geográfica do Brasil,Médio | Geografia | Cartografia | Geografia Física do Brasil | Localização e Orientação | Espaço geográfico brasileiro | Rosa dos ventos | Posição geográfica do Brasil
474240,Geografia,multipla escolha,Fácil,2026,ETEC,Q17,C,5,Geografia Física Geral | Geomorfologia | Teoria da Deriva Continental,Fácil | Geografia | Geografia Física Geral | Geomorfologia | Teoria da Deriva Continental
474219,Geografia,multipla escolha,Médio,2026,ESPM,Q80,B,5,"Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios.","Médio | Geografia | Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios."
474218,Geografia,multipla escolha,Médio,2026,ESPM,Q79,B,5,Geografia Econômica do Brasil | Fontes de energia | Combustíveis fósseis: Petróleo - Brasil | Combustíveis fósseis: Carvão mineral - Brasil | Energia Nuclear-Brasil | Fontes de energia renováveis: Hidrelétrica - Brasil | Fontes de energia renováveis: Energia eólica - Brasil | Fontes de energia renováveis: Energia solar - Brasil,Médio | Geografia | Geografia Econômica do Brasil | Fontes de energia | Combustíveis fósseis: Petróleo - Brasil | Combustíveis fósseis: Carvão mineral - Brasil | Energia Nuclear-Brasil | Fontes de energia renováveis: Hidrelétrica - Brasil | Fontes de energia renováveis: Energia eólica - Brasil | Fontes de energia renováveis: Energia solar - Brasil
474217,Geografia,multipla escolha,Médio,2026,ESPM,Q78,C,5,"Geografia Econômica do Brasil | Transportes do Brasil | Hidrovias brasileiras | Conceitos, Tipos e Características","Médio | Geografia | Geografia Econômica do Brasil | Transportes do Brasil | Hidrovias brasileiras | Conceitos, Tipos e Características"
474216,Geografia,multipla escolha,Fácil,2026,ESPM,Q77,A,5,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global
474214,Geografia,multipla escolha,Fácil,2026,ESPM,Q76,C,5,"Geografia Regional do Mundo | Geografia Geral | Europa | Mundo Contemporâneo | Europa: Geopolítica | CEI e outras unidades políticas da ex- URSS | Federação Russa | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas","Fácil | Geografia | Geografia Regional do Mundo | Geografia Geral | Europa | Mundo Contemporâneo | Europa: Geopolítica | CEI e outras unidades políticas da ex- URSS | Federação Russa | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas"
474212,Geografia,multipla escolha,Fácil,2026,ESPM,Q75,C,5,Geografia Humana do Brasil | Demografia do Brasil | Crescimento populacional brasileiro,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Crescimento populacional brasileiro
474211,Geografia,multipla escolha,Médio,2026,ESPM,Q74,E,5,"Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente","Médio | Geografia | Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente"
474210,Geografia,multipla escolha,Difícil,2026,ESPM,Q73,B,5,Geografia do Brasil | Questão Ambiental Brasileira | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos,Difícil | Geografia | Geografia do Brasil | Questão Ambiental Brasileira | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos
474208,Geografia,multipla escolha,Médio,2026,ESPM,Q72,D,5,"Geografia Regional do Mundo | Geografia Geral | América | Ásia | Mundo Contemporâneo | América: Geopolítica | América Anglo-Saxônica: EUA | Ásia: Geopolítica | Ásia: China | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas","Médio | Geografia | Geografia Regional do Mundo | Geografia Geral | América | Ásia | Mundo Contemporâneo | América: Geopolítica | América Anglo-Saxônica: EUA | Ásia: Geopolítica | Ásia: China | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas"
474206,Geografia,multipla escolha,Médio,2026,ESPM,Q71,A,5,Geografia Física do Brasil | Geografia do Brasil | Hidrografia do Brasil | Questão Ambiental Brasileira | Bacias hidrográficas brasileiras,Médio | Geografia | Geografia Física do Brasil | Geografia do Brasil | Hidrografia do Brasil | Questão Ambiental Brasileira | Bacias hidrográficas brasileiras
474205,Geografia,multipla escolha,Médio,2026,ESPM,Q70,E,5,"Geografia Humana Geral | Demografia | Conceitos de população e fases da evolução demográfica | Pirâmide etária (países desenvolvidos, emergentes e subdesenvolvidos)","Médio | Geografia | Geografia Humana Geral | Demografia | Conceitos de população e fases da evolução demográfica | Pirâmide etária (países desenvolvidos, emergentes e subdesenvolvidos)"
474203,Geografia,multipla escolha,Médio,2026,ESPM,Q69,C,5,Geografia Regional do Mundo | Geografia Econômica do Brasil | América | Comércio do Brasil | América: Quadro econômico | Balança comercial do Brasil,Médio | Geografia | Geografia Regional do Mundo | Geografia Econômica do Brasil | América | Comércio do Brasil | América: Quadro econômico | Balança comercial do Brasil
474202,Geografia,multipla escolha,Médio,2026,ESPM,Q68,B,5,Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Organizações Internacionais e Blocos Econômicos,Médio | Geografia | Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Organizações Internacionais e Blocos Econômicos
474201,Geografia,multipla escolha,Médio,2026,ESPM,Q67,D,5,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Médio | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
474200,Geografia,multipla escolha,Médio,2026,ESPM,Q66,C,5,"Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos","Médio | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Conceitos, Conferências e Protocolos"
474194,Geografia,multipla escolha,Médio,2026,ESPM,Q60,B,5,Cartografia | Ciência Cartográfica | Características e Funcionalidades,Médio | Geografia | Cartografia | Ciência Cartográfica | Características e Funcionalidades
474068,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,B,4,Geografia Econômica Geral | Geografia Econômica do Brasil | Fontes de energia | Fontes de energia | Combustíveis fósseis: Petróleo - Mundo | Combustíveis fósseis: Petróleo - Brasil,Fácil | Geografia | Geografia Econômica Geral | Geografia Econômica do Brasil | Fontes de energia | Fontes de energia | Combustíveis fósseis: Petróleo - Mundo | Combustíveis fósseis: Petróleo - Brasil
474067,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,B,4,Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal.,Fácil | Geografia | Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal.
474066,Geografia,multipla escolha,Médio,2026,ETAPA,Q8,C,4,"Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente","Médio | Geografia | Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente"
474065,Geografia,multipla escolha,Médio,2026,ETAPA,Q7,B,4,"Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente","Médio | Geografia | Geografia Econômica do Brasil | Indústria brasileira | Fases da industrialização brasileira, política Industrial e Indústria e Meio ambiente"
474064,Geografia,multipla escolha,Fácil,2026,ETAPA,Q6,C,4,Geografia Econômica Geral | Indústria | Tipos de indústria (base e bens de consumo),Fácil | Geografia | Geografia Econômica Geral | Indústria | Tipos de indústria (base e bens de consumo)
474063,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,C,4,Geografia Econômica Geral | Indústria | Fatores de Localização industrial e consequências da Industrialização,Fácil | Geografia | Geografia Econômica Geral | Indústria | Fatores de Localização industrial e consequências da Industrialização
474062,Geografia,multipla escolha,Fácil,2026,ETAPA,Q4,C,4,Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Revoluções Tecnológicas,Fácil | Geografia | Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Revoluções Tecnológicas
474061,Geografia,multipla escolha,Fácil,2026,ETAPA,Q3,B,4,Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Revoluções Tecnológicas,Fácil | Geografia | Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Revoluções Tecnológicas
474060,Geografia,multipla escolha,Fácil,2026,ETAPA,Q2,C,4,Geografia Econômica Geral | Geografia Geral | Indústria | Mundo Contemporâneo | Tipos de indústria (base e bens de consumo) | Nova Ordem Mundial: Revoluções Tecnológicas,Fácil | Geografia | Geografia Econômica Geral | Geografia Geral | Indústria | Mundo Contemporâneo | Tipos de indústria (base e bens de consumo) | Nova Ordem Mundial: Revoluções Tecnológicas
474059,Geografia,multipla escolha,Fácil,2026,ETAPA,Q1,B,4,Geografia Econômica Geral | Indústria | Tipos de indústria (base e bens de consumo),Fácil | Geografia | Geografia Econômica Geral | Indústria | Tipos de indústria (base e bens de consumo)
473984,Geografia,multipla escolha,Médio,2026,ETAPA,Q10,B,4,Geografia Regional do Brasil | Região Nordeste | Região Nordeste: quadro econômico | Região Nordeste: regiões fisiográficas,Médio | Geografia | Geografia Regional do Brasil | Região Nordeste | Região Nordeste: quadro econômico | Região Nordeste: regiões fisiográficas
473983,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,B,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
473982,Geografia,multipla escolha,Médio,2026,ETAPA,Q8,B,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Médio | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
473981,Geografia,multipla escolha,Médio,2026,ETAPA,Q7,B,4,Geografia Econômica do Brasil | Geografia Regional do Brasil | Região Nordeste | Espaço Geográfico Brasileiro | Região Nordeste: quadro econômico | A Formação do Espaço Econômico,Médio | Geografia | Geografia Econômica do Brasil | Geografia Regional do Brasil | Região Nordeste | Espaço Geográfico Brasileiro | Região Nordeste: quadro econômico | A Formação do Espaço Econômico
473980,Geografia,multipla escolha,Médio,2026,ETAPA,Q6,A,4,Geografia Regional do Brasil | Região Nordeste | Região Nordeste: quadro natural | Região Nordeste: quadro econômico | Região Nordeste: regiões fisiográficas,Médio | Geografia | Geografia Regional do Brasil | Região Nordeste | Região Nordeste: quadro natural | Região Nordeste: quadro econômico | Região Nordeste: regiões fisiográficas
473979,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,B,4,"Geografia Física Geral | Hidrografia | Rios, lagos e águas subterrâneas","Fácil | Geografia | Geografia Física Geral | Hidrografia | Rios, lagos e águas subterrâneas"
473978,Geografia,multipla escolha,Fácil,2026,ETAPA,Q4,D,4,Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro humano,Fácil | Geografia | Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro humano
473977,Geografia,multipla escolha,Fácil,2026,ETAPA,Q3,B,4,Geografia Econômica Geral | Agropecuária | Sistemas de produção agropecuarista,Fácil | Geografia | Geografia Econômica Geral | Agropecuária | Sistemas de produção agropecuarista
473976,Geografia,multipla escolha,Fácil,2026,ETAPA,Q2,B,4,Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro humano,Fácil | Geografia | Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro humano
473975,Geografia,multipla escolha,Fácil,2026,ETAPA,Q1,C,4,Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro natural,Fácil | Geografia | Geografia Regional do Brasil | Região Sudeste | Região Sudeste: quadro natural
473916,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,B,4,Geografia Física Geral | Pedologia | Problemas de uso do solo,Fácil | Geografia | Geografia Física Geral | Pedologia | Problemas de uso do solo
473915,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,C,4,Geografia Regional do Brasil | Geografia Humana do Brasil | Geografia do Brasil | Região Norte | Demografia do Brasil | Questão Ambiental Brasileira | Região Norte: quadro natural | Região Norte: quadro humano | Distribuição da população brasileira pelo território | Meio Ambiente Brasileiro: Recursos e Política Hídrica,Fácil | Geografia | Geografia Regional do Brasil | Geografia Humana do Brasil | Geografia do Brasil | Região Norte | Demografia do Brasil | Questão Ambiental Brasileira | Região Norte: quadro natural | Região Norte: quadro humano | Distribuição da população brasileira pelo território | Meio Ambiente Brasileiro: Recursos e Política Hídrica
473913,Geografia,multipla escolha,Fácil,2026,ETAPA,Q8,C,4,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Meio Ambiente: Questão da Água,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Aquecimento Global | Meio Ambiente: Questão da Água
473912,Geografia,multipla escolha,Médio,2026,ETAPA,Q7,B,4,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água,Médio | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água
473910,Geografia,multipla escolha,Médio,2026,ETAPA,Q6,A,4,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água,Médio | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água
473909,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,C,4,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água
473908,Geografia,multipla escolha,Médio,2026,ETAPA,Q4,C,4,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água,Médio | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão da Água
